Age,Gender,Location_Type,Budget_Range,Practical_Skills,Interest_Area,Work_Mode,Risk_Tolerance,Available_Time_Per_Day,Literacy_Level,Assets_Owned,Community_Support_Level,Recommended_Business_Idea,Business_Category,Feasibility_Score,User_Satisfaction
26,Female,Rural,Low,"Home Cleaning, Hair Styling, Dairy Management",Apparel,Outdoor,Medium,7,None,Land,Medium,Embroidery Shop,Apparel,0.44,0.55
48,Female,Semi-Urban,Low,"Food Delivery, Daycare Management, Video Editing",Food & Beverage,Home-based,Low,5,None,Internet,Medium,Tiffin Service,Food & Beverage,0.73,0.98
30,Female,Semi-Urban,Low,"Video Editing, Embroidery, Photography, Baking",Technology,Home-based,High,6,None,Phone,High,Mobile Repair Shop,Technology,0.69,0.83
47,Female,Rural,Low,"Crafting, Dairy Management, Video Editing, Reselling",Domestic Services,Hybrid,Medium,5,Primary,None,Medium,Babysitting,Domestic Services,0.73,0.88
49,Female,Semi-Urban,Medium,"Candle Making, Digital Marketing",Technology,Hybrid,High,4,Primary,Vehicle,Low,Digital Marketing Agency,Technology,0.75,0.82
31,Female,Rural,Low,"Makeup, Hair Styling",Apparel,Hybrid,Medium,3,Primary,None,Medium,Tailoring Business,Apparel,0.93,0.7
21,Female,Rural,Low,"Baking, Mobile Repair, Digital Marketing",E-commerce,Outdoor,High,6,Primary,None,High,Online Reselling,E-commerce,0.83,0.97
40,Female,Semi-Urban,Medium,"Daycare Management, Photography",Food & Beverage,Outdoor,Medium,4,Secondary,Vehicle,Low,Spice Mixing,Food & Beverage,0.7,0.66
25,Male,Semi-Urban,Low,"Reselling, Baking, Home Cleaning, Sewing",Food & Beverage,Outdoor,Medium,6,Primary,Phone + Internet,Medium,Snack Stall,Food & Beverage,0.67,0.76
20,Female,Rural,Medium,"Baking, Cooking, Hair Styling",Education,Home-based,Low,4,Secondary,Phone,High,Spoken English Classes,Education,0.89,0.58
30,Male,Rural,Medium,"Mushroom Cultivation, Content Creation, Makeup",Apparel,Hybrid,High,9,Secondary,Vehicle,Medium,Fabric Painting,Apparel,0.92,0.55
31,Female,Urban,Low,"Mobile Repair, Digital Marketing, Content Creation",Beauty,Outdoor,Medium,4,Primary,Land + Vehicle,High,Home Salon,Beauty,0.63,0.86
40,Female,Urban,Low,"Video Editing, Home Cleaning",Agriculture,Hybrid,Low,9,Primary,Land + Vehicle,Medium,Dairy Farming,Agriculture,0.63,0.54
54,Female,Rural,Low,"Home Cleaning, Photography",E-commerce,Outdoor,Medium,7,Secondary,None,Low,Online Reselling,E-commerce,0.88,0.54
46,Female,Urban,Medium,"Paper Craft, Sewing, Mushroom Cultivation",Education,Outdoor,High,10,Secondary,Phone,Medium,Home Tuition,Education,0.46,0.59
48,Female,Semi-Urban,Low,"Digital Marketing, Reselling, Video Editing, Mobile Repair",E-commerce,Hybrid,Medium,9,Secondary,Vehicle,High,Dropshipping,E-commerce,0.88,0.6
55,Female,Urban,Medium,"Hair Styling, Digital Marketing, Paper Craft",Beauty,Home-based,Medium,4,None,None,Medium,Skincare Product Making,Beauty,0.46,0.7
20,Male,Semi-Urban,Medium,"Daycare Management, Mushroom Cultivation, Crafting",Art & Craft,Home-based,Medium,5,Primary,Land,Low,Candle Making,Art & Craft,0.43,0.5
31,Female,Rural,Medium,"Embroidery, Teaching",Food & Beverage,Outdoor,Low,3,Secondary,Internet,Medium,Snack Stall,Food & Beverage,0.72,0.88
27,Female,Rural,Low,"Daycare Management, Paper Craft, Tailoring, Reselling",Art & Craft,Hybrid,Low,6,None,Land + Vehicle,Medium,Candle Making,Art & Craft,0.64,0.6
48,Male,Rural,High,"Food Delivery, Mushroom Cultivation, Poultry Care",Art & Craft,Home-based,Medium,7,Primary,Phone + Internet,Medium,Candle Making,Art & Craft,0.44,0.62
30,Female,Rural,High,"Cooking, Hair Styling, Mobile Repair",Apparel,Outdoor,Low,7,Secondary,None,High,Tailoring Business,Apparel,0.85,0.81
55,Female,Urban,Medium,"Digital Marketing, Video Editing, Crafting",Food & Beverage,Hybrid,High,3,Secondary,Land,High,Spice Mixing,Food & Beverage,0.45,0.57
34,Male,Semi-Urban,Medium,"Video Editing, Dairy Management, Photography",Food & Beverage,Outdoor,Medium,10,Primary,Land,Medium,Spice Mixing,Food & Beverage,0.47,0.68
21,Male,Rural,Low,"Dairy Management, Daycare Management, Home Cleaning, Mushroom Cultivation",Technology,Home-based,Low,5,None,Internet,Low,Mobile Repair Shop,Technology,0.62,0.96
33,Female,Urban,Medium,"Tailoring, Dairy Management, Embroidery",Creative Services,Outdoor,High,6,Primary,Internet,Low,Photography Studio,Creative Services,0.81,0.5
46,Female,Semi-Urban,Medium,"Content Creation, Pickle Making, Sewing",Domestic Services,Hybrid,High,9,Secondary,Phone,High,Home Cook,Domestic Services,0.65,0.84
51,Female,Semi-Urban,Medium,"Baking, Sewing, Content Creation, Teaching",Food & Beverage,Outdoor,Low,3,Primary,Land,Low,Homemade Pickles,Food & Beverage,0.92,0.94
50,Female,Semi-Urban,High,"Candle Making, Crafting, Mushroom Cultivation",Beauty,Home-based,High,8,Primary,Land,Medium,Home Salon,Beauty,0.94,0.91
44,Female,Urban,Low,"Pickle Making, Food Delivery",Apparel,Home-based,Low,8,Secondary,Land,High,Embroidery Shop,Apparel,0.56,0.69
31,Male,Urban,High,"Makeup, Poultry Care",Domestic Services,Home-based,High,4,None,Phone,Medium,Babysitting,Domestic Services,0.74,0.9
47,Male,Semi-Urban,Low,"Daycare Management, Embroidery, Dairy Management, Food Delivery",Beauty,Home-based,Low,10,Primary,Land + Vehicle,High,Mehendi Services,Beauty,0.51,0.51
30,Female,Urban,Low,"Digital Marketing, Reselling",Education,Outdoor,High,7,None,Land + Vehicle,Medium,Spoken English Classes,Education,0.83,0.84
27,Female,Urban,Medium,"Baking, Tailoring, Cooking, Daycare Management",Apparel,Hybrid,Medium,8,Secondary,None,High,Embroidery Shop,Apparel,0.8,0.94
22,Female,Urban,Medium,"Paper Craft, Cooking, Content Creation",Education,Outdoor,High,4,Primary,None,Medium,Spoken English Classes,Education,0.77,0.83
52,Female,Semi-Urban,Medium,"Cooking, Crafting",Art & Craft,Hybrid,High,2,Primary,Phone + Internet,Low,Jewelry Design,Art & Craft,0.88,0.58
54,Female,Semi-Urban,Low,"Mushroom Cultivation, Food Delivery, Mobile Repair, Makeup",Domestic Services,Outdoor,Medium,7,None,Phone + Internet,Medium,Babysitting,Domestic Services,0.86,0.77
44,Female,Rural,Low,"Food Delivery, Cooking",Creative Services,Hybrid,Low,2,Primary,None,Low,Content Creation Agency,Creative Services,0.77,0.92
35,Male,Rural,High,"Dairy Management, Hair Styling",Beauty,Outdoor,Low,6,Primary,Phone + Internet,Medium,Home Salon,Beauty,0.82,0.66
27,Male,Urban,Low,"Makeup, Food Delivery",Food & Beverage,Hybrid,High,2,Secondary,None,Low,Spice Mixing,Food & Beverage,0.79,0.69
37,Female,Semi-Urban,Low,"Crafting, Baking, Sewing",Apparel,Home-based,High,8,Primary,Phone + Internet,High,Embroidery Shop,Apparel,0.54,0.56
46,Female,Rural,Low,"Sewing, Farming, Reselling",Art & Craft,Hybrid,High,4,Primary,Phone + Internet,Low,Paper Crafts,Art & Craft,0.48,0.68
55,Female,Rural,Medium,"Food Delivery, Dairy Management, Cooking, Teaching",Food & Beverage,Home-based,High,9,Primary,Vehicle,Low,Tiffin Service,Food & Beverage,0.89,0.57
49,Female,Semi-Urban,Low,"Poultry Care, Hair Styling, Farming, Content Creation",Creative Services,Home-based,Medium,2,None,Land + Vehicle,Low,Photography Studio,Creative Services,0.67,0.58
36,Male,Urban,Low,"Paper Craft, Sewing, Poultry Care",Technology,Hybrid,High,6,None,None,High,Digital Marketing Agency,Technology,0.91,0.99
21,Female,Urban,Low,"Paper Craft, Daycare Management, Mushroom Cultivation",E-commerce,Home-based,High,9,Secondary,Phone + Internet,High,Handmade Products Store,E-commerce,0.78,0.54
52,Female,Urban,Medium,"Poultry Care, Teaching",Creative Services,Home-based,Low,9,Secondary,None,Medium,Video Editing Service,Creative Services,0.91,0.54
49,Female,Semi-Urban,Medium,"Cooking, Food Delivery",Education,Home-based,High,3,None,Land,Low,Spoken English Classes,Education,0.6,0.57
41,Female,Semi-Urban,Low,"Content Creation, Teaching",Food & Beverage,Outdoor,High,7,Primary,Phone,Low,Snack Stall,Food & Beverage,0.89,0.6
19,Female,Urban,Medium,"Tailoring, Video Editing",Food & Beverage,Home-based,Low,7,None,Land + Vehicle,Medium,Homemade Pickles,Food & Beverage,0.54,0.59
18,Female,Semi-Urban,Medium,"Baking, Embroidery",Domestic Services,Home-based,Low,2,Primary,Land,Medium,Cleaning Services,Domestic Services,0.47,0.78
26,Female,Semi-Urban,Medium,"Daycare Management, Sewing",Art & Craft,Hybrid,Medium,4,Primary,Vehicle,High,Candle Making,Art & Craft,0.44,0.56
18,Female,Rural,Medium,"Teaching, Dairy Management",Art & Craft,Home-based,Low,2,Primary,Land,Medium,Candle Making,Art & Craft,0.52,0.81
27,Female,Semi-Urban,Medium,"Digital Marketing, Teaching, Content Creation, Hair Styling",Food & Beverage,Home-based,Medium,7,Primary,Land,High,Snack Stall,Food & Beverage,0.68,0.64
32,Female,Urban,Medium,"Hair Styling, Photography",Technology,Hybrid,Low,4,Primary,Land + Vehicle,Medium,Mobile Repair Shop,Technology,0.92,0.58
30,Female,Semi-Urban,Medium,"Baking, Mushroom Cultivation",Agriculture,Hybrid,Medium,5,Secondary,None,High,Poultry Business,Agriculture,0.43,0.55
42,Female,Semi-Urban,Low,"Home Cleaning, Mobile Repair",Apparel,Hybrid,Medium,8,None,Internet,High,Embroidery Shop,Apparel,0.88,0.76
43,Male,Rural,Low,"Candle Making, Photography",Domestic Services,Hybrid,Medium,3,Primary,None,High,Cleaning Services,Domestic Services,0.58,0.88
51,Female,Urban,Medium,"Digital Marketing, Embroidery",Creative Services,Hybrid,High,2,Secondary,Land + Vehicle,Medium,Video Editing Service,Creative Services,0.42,0.85
18,Female,Rural,High,"Daycare Management, Reselling",Agriculture,Outdoor,Medium,6,Secondary,Vehicle,Medium,Dairy Farming,Agriculture,0.92,0.59
25,Female,Semi-Urban,Medium,"Photography, Makeup, Mushroom Cultivation, Tailoring",Art & Craft,Hybrid,High,6,None,Land + Vehicle,Medium,Paper Crafts,Art & Craft,0.76,0.69
33,Female,Urban,High,"Baking, Poultry Care, Video Editing, Candle Making",Education,Hybrid,High,3,None,Internet,Low,Daycare Center,Education,0.77,0.58
37,Female,Semi-Urban,Low,"Home Cleaning, Sewing, Crafting, Mobile Repair",Education,Home-based,Low,2,None,Phone,Medium,Daycare Center,Education,0.9,0.86
47,Female,Urban,Low,"Paper Craft, Content Creation",Beauty,Hybrid,Low,10,Primary,Land,High,Mehendi Services,Beauty,0.75,0.89
32,Female,Urban,Medium,"Digital Marketing, Pickle Making",Education,Hybrid,Medium,9,None,None,Medium,Spoken English Classes,Education,0.67,0.79
30,Female,Semi-Urban,Low,"Hair Styling, Cooking, Video Editing, Teaching",E-commerce,Outdoor,Medium,9,None,Vehicle,Low,Online Reselling,E-commerce,0.86,0.7
51,Female,Urban,Low,"Daycare Management, Embroidery, Farming, Tailoring",Education,Outdoor,Low,10,None,Phone + Internet,Low,Spoken English Classes,Education,0.8,0.72
29,Female,Urban,Low,"Tailoring, Sewing, Teaching, Dairy Management",Food & Beverage,Outdoor,High,4,Secondary,None,Low,Snack Stall,Food & Beverage,0.84,0.94
27,Female,Urban,High,"Mushroom Cultivation, Reselling, Candle Making, Paper Craft",Art & Craft,Hybrid,Low,4,Secondary,Land,High,Paper Crafts,Art & Craft,0.77,0.59
48,Male,Rural,Low,"Dairy Management, Sewing, Mushroom Cultivation",Beauty,Home-based,High,6,Primary,Internet,High,Skincare Product Making,Beauty,0.51,0.56
34,Male,Semi-Urban,Low,"Content Creation, Mobile Repair",Art & Craft,Outdoor,Low,6,Primary,Vehicle,Medium,Candle Making,Art & Craft,0.8,0.78
26,Female,Urban,Low,"Farming, Embroidery, Digital Marketing",Food & Beverage,Outdoor,Low,6,Secondary,Land,High,Tiffin Service,Food & Beverage,0.44,0.92
32,Female,Rural,Low,"Home Cleaning, Digital Marketing, Dairy Management, Crafting",Domestic Services,Hybrid,High,5,Secondary,Phone,Low,Home Cook,Domestic Services,0.57,0.63
31,Female,Semi-Urban,Low,"Video Editing, Tailoring, Photography",Art & Craft,Outdoor,Medium,7,Primary,Land,Low,Paper Crafts,Art & Craft,0.55,0.86
29,Female,Rural,Low,"Content Creation, Home Cleaning",Art & Craft,Hybrid,High,2,Primary,Internet,Medium,Candle Making,Art & Craft,0.93,0.64
37,Female,Semi-Urban,High,"Baking, Makeup",Education,Home-based,Medium,6,Primary,Internet,Low,Home Tuition,Education,0.74,0.54
54,Female,Urban,Low,"Dairy Management, Makeup, Food Delivery, Candle Making",Beauty,Home-based,Low,4,None,Internet,High,Mehendi Services,Beauty,0.8,0.74
18,Female,Urban,Low,"Video Editing, Photography, Embroidery, Paper Craft",Creative Services,Hybrid,Medium,10,None,Land,Low,Video Editing Service,Creative Services,0.8,0.68
25,Male,Semi-Urban,Low,"Embroidery, Makeup",Art & Craft,Hybrid,High,2,Primary,Phone,High,Paper Crafts,Art & Craft,0.76,0.91
30,Female,Semi-Urban,Medium,"Tailoring, Video Editing, Mushroom Cultivation",Education,Outdoor,Low,4,Secondary,Vehicle,Medium,Daycare Center,Education,0.69,0.97
35,Male,Rural,Low,"Dairy Management, Food Delivery, Photography, Digital Marketing",Education,Outdoor,Medium,2,None,Vehicle,Medium,Spoken English Classes,Education,0.75,0.6
30,Female,Rural,Low,"Food Delivery, Baking, Cooking",Domestic Services,Outdoor,Low,3,None,Internet,Low,Home Cook,Domestic Services,0.64,0.71
42,Female,Semi-Urban,Medium,"Mobile Repair, Mushroom Cultivation",Technology,Hybrid,Low,8,Primary,Phone + Internet,Medium,Digital Marketing Agency,Technology,0.74,0.56
25,Female,Urban,Low,"Home Cleaning, Mushroom Cultivation",E-commerce,Hybrid,High,8,Secondary,None,High,Dropshipping,E-commerce,0.52,0.88
38,Female,Semi-Urban,Low,"Tailoring, Paper Craft",Education,Hybrid,Low,5,None,Land,High,Daycare Center,Education,0.63,0.92
37,Female,Rural,Low,"Crafting, Photography",Beauty,Home-based,Medium,2,Primary,None,Low,Home Salon,Beauty,0.63,1.0
44,Male,Rural,Medium,"Pickle Making, Content Creation, Mobile Repair, Poultry Care",Art & Craft,Home-based,Medium,8,None,Land,Low,Paper Crafts,Art & Craft,0.78,0.68
44,Female,Rural,Medium,"Digital Marketing, Poultry Care",Apparel,Home-based,Low,8,Primary,Vehicle,High,Embroidery Shop,Apparel,0.58,0.81
36,Female,Semi-Urban,Low,"Crafting, Candle Making, Cooking",Art & Craft,Home-based,Medium,7,Primary,Land,Low,Paper Crafts,Art & Craft,0.85,0.71
22,Female,Urban,Low,"Candle Making, Digital Marketing",Art & Craft,Home-based,High,2,Primary,Land,Medium,Paper Crafts,Art & Craft,0.44,0.82
45,Female,Semi-Urban,Low,"Mushroom Cultivation, Reselling, Food Delivery, Crafting",Creative Services,Home-based,Low,4,None,Internet,Medium,Video Editing Service,Creative Services,0.92,0.67
55,Female,Rural,High,"Reselling, Baking",Technology,Home-based,High,6,Secondary,Vehicle,Low,Mobile Repair Shop,Technology,0.85,0.81
33,Female,Rural,Medium,"Farming, Poultry Care, Mushroom Cultivation",Food & Beverage,Outdoor,Medium,5,None,Vehicle,Low,Snack Stall,Food & Beverage,0.43,0.82
54,Male,Rural,Medium,"Digital Marketing, Crafting, Pickle Making",Art & Craft,Outdoor,Medium,9,Primary,Internet,High,Candle Making,Art & Craft,0.66,0.56
53,Female,Semi-Urban,Low,"Crafting, Food Delivery",Agriculture,Home-based,Medium,5,None,None,Medium,Poultry Business,Agriculture,0.61,0.63
49,Female,Semi-Urban,Low,"Embroidery, Baking, Poultry Care, Video Editing",E-commerce,Home-based,High,9,None,Vehicle,High,Dropshipping,E-commerce,0.83,0.86
50,Female,Semi-Urban,Medium,"Home Cleaning, Poultry Care, Pickle Making",Creative Services,Outdoor,High,2,Primary,Vehicle,Low,Content Creation Agency,Creative Services,0.6,0.7
35,Female,Urban,High,"Dairy Management, Teaching, Baking",Apparel,Home-based,High,5,Secondary,None,Medium,Embroidery Shop,Apparel,0.72,0.86
48,Female,Rural,Low,"Mobile Repair, Tailoring",Beauty,Home-based,Low,5,Secondary,Vehicle,Medium,Mehendi Services,Beauty,0.82,0.75
42,Female,Semi-Urban,Low,"Pickle Making, Tailoring, Poultry Care, Video Editing",Education,Outdoor,High,2,None,Internet,Medium,Spoken English Classes,Education,0.89,0.96
33,Male,Rural,Medium,"Crafting, Poultry Care, Hair Styling",Apparel,Home-based,High,3,None,Phone,Low,Embroidery Shop,Apparel,0.88,0.96
22,Female,Rural,Medium,"Candle Making, Photography, Paper Craft, Embroidery",E-commerce,Outdoor,High,4,Primary,Phone + Internet,Low,Dropshipping,E-commerce,0.53,0.66
29,Female,Semi-Urban,Low,"Dairy Management, Embroidery",Food & Beverage,Outdoor,Low,9,Primary,None,High,Homemade Pickles,Food & Beverage,0.93,0.77
39,Female,Urban,Medium,"Home Cleaning, Photography, Teaching, Mushroom Cultivation",Apparel,Home-based,Medium,3,None,Internet,High,Fabric Painting,Apparel,0.52,0.98
29,Female,Rural,Low,"Candle Making, Embroidery, Baking",Technology,Hybrid,Low,9,None,Phone + Internet,Low,YouTube Channel,Technology,0.86,0.95
51,Male,Urban,Low,"Mushroom Cultivation, Embroidery, Content Creation",Food & Beverage,Outdoor,Low,5,Primary,Land + Vehicle,High,Tiffin Service,Food & Beverage,0.5,0.58
20,Female,Semi-Urban,Low,"Makeup, Pickle Making, Mushroom Cultivation",Technology,Hybrid,High,4,Secondary,Vehicle,Medium,Mobile Repair Shop,Technology,0.93,0.73
40,Female,Semi-Urban,Medium,"Video Editing, Makeup, Cooking",E-commerce,Home-based,Medium,5,Secondary,None,Medium,Handmade Products Store,E-commerce,0.69,0.73
28,Male,Urban,Low,"Sewing, Tailoring",Domestic Services,Home-based,Medium,3,Primary,Land,Low,Home Cook,Domestic Services,0.4,0.87
41,Female,Rural,Low,"Daycare Management, Video Editing",Apparel,Home-based,High,5,None,None,Medium,Tailoring Business,Apparel,0.7,0.66
40,Female,Urban,Low,"Home Cleaning, Food Delivery, Crafting",Apparel,Home-based,Low,7,Primary,Land + Vehicle,High,Tailoring Business,Apparel,0.76,0.69
40,Female,Semi-Urban,Low,"Mushroom Cultivation, Tailoring",Food & Beverage,Outdoor,Low,2,Primary,Internet,High,Snack Stall,Food & Beverage,0.55,0.85
42,Female,Semi-Urban,Low,"Photography, Reselling, Cooking, Farming",Technology,Hybrid,High,9,Secondary,Phone + Internet,Low,Digital Marketing Agency,Technology,0.77,0.55
32,Female,Semi-Urban,Medium,"Video Editing, Candle Making",Domestic Services,Home-based,High,2,None,None,Low,Babysitting,Domestic Services,0.43,0.64
50,Female,Rural,Low,"Digital Marketing, Sewing, Embroidery",Technology,Home-based,Medium,4,Secondary,Phone,Medium,Digital Marketing Agency,Technology,0.57,0.74
40,Female,Urban,High,"Candle Making, Reselling",Food & Beverage,Outdoor,High,10,Secondary,Vehicle,Medium,Homemade Pickles,Food & Beverage,0.43,0.79
48,Female,Semi-Urban,Low,"Dairy Management, Hair Styling, Tailoring",Education,Hybrid,Low,8,Secondary,Internet,Medium,Spoken English Classes,Education,0.92,0.51
49,Female,Urban,Low,"Home Cleaning, Mobile Repair",Food & Beverage,Home-based,Medium,7,Secondary,Vehicle,High,Tiffin Service,Food & Beverage,0.75,0.84
53,Female,Urban,Medium,"Teaching, Crafting",Technology,Hybrid,Medium,5,None,None,Medium,Digital Marketing Agency,Technology,0.94,0.6
29,Male,Semi-Urban,Low,"Crafting, Home Cleaning, Daycare Management, Paper Craft",Food & Beverage,Outdoor,High,3,Primary,Land + Vehicle,High,Homemade Pickles,Food & Beverage,0.5,0.81
55,Female,Rural,Low,"Tailoring, Poultry Care",E-commerce,Hybrid,Low,5,Secondary,Internet,Low,Dropshipping,E-commerce,0.79,1.0
43,Female,Rural,Low,"Hair Styling, Mushroom Cultivation, Video Editing, Poultry Care",Art & Craft,Hybrid,Low,6,Primary,Vehicle,Medium,Candle Making,Art & Craft,0.94,0.69
50,Male,Semi-Urban,Low,"Video Editing, Teaching",Apparel,Home-based,Medium,9,None,Land,High,Fabric Painting,Apparel,0.46,0.58
39,Male,Rural,Low,"Content Creation, Paper Craft",Food & Beverage,Outdoor,Medium,8,Primary,Phone,Medium,Snack Stall,Food & Beverage,0.51,0.85
25,Female,Rural,Low,"Mobile Repair, Sewing, Digital Marketing",Food & Beverage,Hybrid,Low,9,None,Vehicle,High,Homemade Pickles,Food & Beverage,0.44,0.7
42,Female,Urban,Medium,"Reselling, Digital Marketing, Sewing, Home Cleaning",Education,Outdoor,High,5,Primary,Land + Vehicle,Low,Home Tuition,Education,0.86,0.82
25,Female,Urban,Low,"Daycare Management, Poultry Care, Mobile Repair, Makeup",Agriculture,Outdoor,Low,3,Secondary,Vehicle,Low,Mushroom Cultivation,Agriculture,0.4,0.7
21,Female,Urban,Low,"Pickle Making, Daycare Management",Food & Beverage,Outdoor,High,7,Primary,Vehicle,High,Tiffin Service,Food & Beverage,0.77,0.67
53,Female,Semi-Urban,Low,"Photography, Crafting, Reselling",Creative Services,Home-based,Medium,9,None,Phone + Internet,Medium,Video Editing Service,Creative Services,0.9,0.99
54,Female,Semi-Urban,Medium,"Mushroom Cultivation, Baking, Crafting, Video Editing",Agriculture,Hybrid,Low,5,Secondary,Internet,Low,Poultry Business,Agriculture,0.55,0.96
28,Female,Semi-Urban,Low,"Video Editing, Candle Making, Embroidery",Technology,Hybrid,High,10,None,Internet,Low,Mobile Repair Shop,Technology,0.69,0.72
26,Female,Semi-Urban,Medium,"Hair Styling, Candle Making, Food Delivery, Farming",Beauty,Home-based,Low,4,None,Phone + Internet,High,Skincare Product Making,Beauty,0.53,0.74
43,Female,Semi-Urban,Low,"Reselling, Food Delivery, Paper Craft, Daycare Management",Domestic Services,Home-based,High,2,Secondary,Vehicle,High,Home Cook,Domestic Services,0.77,0.7
46,Female,Rural,Medium,"Daycare Management, Mobile Repair, Teaching, Candle Making",Education,Hybrid,Medium,7,Primary,Land + Vehicle,High,Home Tuition,Education,0.54,0.66
49,Female,Urban,Medium,"Daycare Management, Cooking",Beauty,Hybrid,High,7,Primary,Internet,Low,Skincare Product Making,Beauty,0.52,0.8
47,Female,Semi-Urban,Medium,"Pickle Making, Cooking",Education,Home-based,Low,9,Primary,Internet,High,Home Tuition,Education,0.63,0.92
44,Female,Semi-Urban,Medium,"Crafting, Makeup, Pickle Making",Agriculture,Hybrid,Medium,4,Secondary,Vehicle,Medium,Poultry Business,Agriculture,0.95,0.84
22,Female,Urban,Low,"Reselling, Teaching, Sewing, Makeup",Domestic Services,Hybrid,Medium,2,Secondary,Land,High,Cleaning Services,Domestic Services,0.74,0.87
35,Female,Rural,Low,"Candle Making, Daycare Management, Farming",Apparel,Home-based,Medium,6,None,Land + Vehicle,Medium,Fabric Painting,Apparel,0.94,0.8
19,Male,Urban,Low,"Mobile Repair, Mushroom Cultivation, Video Editing, Content Creation",Food & Beverage,Hybrid,Medium,3,None,None,High,Homemade Pickles,Food & Beverage,0.78,0.73
30,Male,Urban,Medium,"Tailoring, Embroidery",Domestic Services,Home-based,High,3,Secondary,Internet,Medium,Cleaning Services,Domestic Services,0.76,0.52
53,Female,Rural,Low,"Sewing, Farming",Domestic Services,Home-based,Low,10,Primary,Vehicle,Low,Home Cook,Domestic Services,0.94,0.95
35,Female,Semi-Urban,Low,"Reselling, Makeup, Pickle Making",Beauty,Home-based,Medium,8,Secondary,Phone + Internet,Medium,Mehendi Services,Beauty,0.95,0.65
41,Female,Semi-Urban,Medium,"Makeup, Food Delivery, Hair Styling",Domestic Services,Home-based,High,3,Secondary,Phone,High,Cleaning Services,Domestic Services,0.47,0.64
42,Female,Rural,High,"Poultry Care, Content Creation, Digital Marketing, Embroidery",Education,Home-based,High,3,Primary,Phone,High,Daycare Center,Education,0.52,0.88
24,Female,Rural,Medium,"Home Cleaning, Sewing",Food & Beverage,Hybrid,Medium,10,Primary,Vehicle,Low,Tiffin Service,Food & Beverage,0.48,0.94
26,Female,Semi-Urban,High,"Daycare Management, Photography",Domestic Services,Home-based,Medium,8,Secondary,Vehicle,Low,Babysitting,Domestic Services,0.69,0.57
18,Female,Urban,Medium,"Food Delivery, Makeup, Dairy Management, Pickle Making",Beauty,Home-based,Medium,4,Secondary,Vehicle,Low,Mehendi Services,Beauty,0.63,0.5
36,Female,Rural,Low,"Sewing, Candle Making",Education,Outdoor,High,8,Primary,Vehicle,Medium,Spoken English Classes,Education,0.79,0.67
32,Female,Rural,Medium,"Teaching, Poultry Care",Art & Craft,Hybrid,High,5,None,Vehicle,Medium,Candle Making,Art & Craft,0.71,0.62
27,Male,Urban,Low,"Dairy Management, Photography",Apparel,Home-based,Low,4,Primary,Phone + Internet,Medium,Tailoring Business,Apparel,0.94,0.58
47,Male,Semi-Urban,High,"Crafting, Baking, Farming",Technology,Outdoor,Low,2,Secondary,Phone,Medium,Mobile Repair Shop,Technology,0.46,0.84
34,Female,Urban,High,"Embroidery, Paper Craft, Food Delivery, Teaching",Technology,Home-based,Low,6,None,Vehicle,Low,Digital Marketing Agency,Technology,0.49,0.96
51,Female,Rural,Low,"Paper Craft, Mushroom Cultivation, Daycare Management",Food & Beverage,Hybrid,High,9,None,Phone,High,Tiffin Service,Food & Beverage,0.89,0.87
35,Female,Semi-Urban,High,"Food Delivery, Crafting",Art & Craft,Home-based,Medium,2,Secondary,Land,High,Paper Crafts,Art & Craft,0.52,0.86
28,Female,Urban,Low,"Mobile Repair, Poultry Care, Sewing, Reselling",Education,Home-based,High,7,Primary,Land,High,Spoken English Classes,Education,0.7,0.89
23,Female,Urban,Medium,"Reselling, Candle Making, Farming, Makeup",Creative Services,Hybrid,Low,8,None,Phone,Low,Video Editing Service,Creative Services,0.81,0.76
19,Male,Semi-Urban,Low,"Daycare Management, Embroidery, Teaching",Art & Craft,Outdoor,High,6,None,Phone + Internet,Medium,Paper Crafts,Art & Craft,0.94,0.83
18,Female,Semi-Urban,Low,"Crafting, Sewing, Mobile Repair, Dairy Management",Art & Craft,Home-based,Low,9,Primary,Internet,High,Jewelry Design,Art & Craft,0.93,0.69
42,Female,Urban,Low,"Hair Styling, Content Creation, Cooking",Art & Craft,Home-based,Medium,9,Primary,Land + Vehicle,High,Candle Making,Art & Craft,0.92,0.54
42,Female,Rural,Low,"Mobile Repair, Teaching, Daycare Management, Pickle Making",Education,Outdoor,Low,6,Primary,Phone,Low,Home Tuition,Education,0.75,0.51
54,Female,Rural,Medium,"Mobile Repair, Embroidery, Crafting, Hair Styling",Creative Services,Home-based,Medium,8,Secondary,Vehicle,Low,Photography Studio,Creative Services,0.73,0.84
38,Male,Semi-Urban,Medium,"Sewing, Tailoring, Crafting, Digital Marketing",Domestic Services,Outdoor,Medium,2,Primary,Vehicle,Low,Babysitting,Domestic Services,0.42,0.89
23,Female,Urban,Low,"Farming, Teaching, Pickle Making",Education,Home-based,Low,6,None,Phone + Internet,High,Spoken English Classes,Education,0.77,0.56
48,Female,Urban,Low,"Makeup, Baking, Mushroom Cultivation, Hair Styling",Agriculture,Outdoor,High,7,None,Land + Vehicle,Medium,Dairy Farming,Agriculture,0.91,0.8
33,Female,Semi-Urban,Medium,"Pickle Making, Teaching, Photography",Agriculture,Hybrid,High,7,None,Phone + Internet,Low,Poultry Business,Agriculture,0.54,0.92
21,Female,Rural,Low,"Pickle Making, Hair Styling, Video Editing",Food & Beverage,Hybrid,High,8,None,Land,Medium,Snack Stall,Food & Beverage,0.93,0.9
